node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EGF	NRG3	9606.ENSP00000265171	9606.ENSP00000361214	0	0	0.500	0	0.499
EGF	NRG2	9606.ENSP00000265171	9606.ENSP00000354910	0	0	0.500	0	0.499
EGF	EPGN	9606.ENSP00000265171	9606.ENSP00000411898	0	0.417	0.300	0	0.574
EGF	EPS15	9606.ENSP00000265171	9606.ENSP00000360798	0	0	0.600	0	0.600
EGF	PTK6	9606.ENSP00000265171	9606.ENSP00000442460	0	0.047	0.600	0	0.602
EGF	PIK3R1	9606.ENSP00000265171	9606.ENSP00000428056	0	0.270	0.500	0	0.619
EGF	PTPN11	9606.ENSP00000265171	9606.ENSP00000340944	0	0.060	0.500	0.354	0.669
EGF	NRG1	9606.ENSP00000265171	9606.ENSP00000384620	0	0.566	0.500	0.483	0.878
EGF	SOS1	9606.ENSP00000265171	9606.ENSP00000387784	0	0	0.900	0	0.900
EGF	IQSEC1	9606.ENSP00000265171	9606.ENSP00000480301	0	0	0.900	0	0.900
EGF	HSP90AA1	9606.ENSP00000265171	9606.ENSP00000335153	0	0.057	0.900	0	0.901
EGF	GNAI1	9606.ENSP00000265171	9606.ENSP00000343027	0	0.058	0.900	0.058	0.903
EGF	GNAI3	9606.ENSP00000265171	9606.ENSP00000358867	0	0.058	0.900	0.058	0.903
EGF	SRC	9606.ENSP00000265171	9606.ENSP00000362680	0	0.047	0.900	0.305	0.927
EGF	ERBB4	9606.ENSP00000265171	9606.ENSP00000342235	0	0.074	0.500	0.886	0.942
EGF	SHC1	9606.ENSP00000265171	9606.ENSP00000401303	0	0.270	0.900	0.503	0.960
EGF	GRB2	9606.ENSP00000265171	9606.ENSP00000376345	0	0	0.900	0.865	0.985
EGF	ERBB2	9606.ENSP00000265171	9606.ENSP00000269571	0	0.300	0.900	0.906	0.992
EGF	ERBB3	9606.ENSP00000265171	9606.ENSP00000267101	0	0.295	0.900	0.897	0.992
EGF	EGFR	9606.ENSP00000265171	9606.ENSP00000275493	0	0.950	0.900	0.908	0.999
EGFR	HBEGF	9606.ENSP00000275493	9606.ENSP00000230990	0	0.730	0.900	0.900	0.997
EGFR	PLCG1	9606.ENSP00000275493	9606.ENSP00000244007	0	0.516	0.600	0.814	0.960
EGFR	EREG	9606.ENSP00000275493	9606.ENSP00000244869	0	0.943	0.900	0.900	0.999
EGFR	LGALS3	9606.ENSP00000275493	9606.ENSP00000254301	0	0.483	0	0.890	0.940
EGFR	GAB1	9606.ENSP00000275493	9606.ENSP00000262995	0	0.508	0.900	0.662	0.981
EGFR	STAT3	9606.ENSP00000275493	9606.ENSP00000264657	0	0.564	0	0.900	0.954
EGFR	ERBB3	9606.ENSP00000275493	9606.ENSP00000267101	0	0.900	0.900	0.909	0.999
EGFR	IGF1R	9606.ENSP00000275493	9606.ENSP00000268035	0	0.502	0	0.897	0.946
EGFR	ERBB2	9606.ENSP00000275493	9606.ENSP00000269571	0	0.926	0.900	0.903	0.999
EGFR	NTRK2	9606.ENSP00000275493	9606.ENSP00000277120	0	0.545	0	0.825	0.917
EGFR	PRKDC	9606.ENSP00000275493	9606.ENSP00000313420	0	0.287	0	0.889	0.917
EGFR	IQSEC1	9606.ENSP00000275493	9606.ENSP00000480301	0	0	0.900	0.262	0.923
EGFR	GNAI1	9606.ENSP00000275493	9606.ENSP00000343027	0	0.277	0.900	0	0.924
EGFR	NRG3	9606.ENSP00000275493	9606.ENSP00000361214	0	0	0.900	0.284	0.925
EGFR	STAT5A	9606.ENSP00000275493	9606.ENSP00000341208	0	0.699	0	0.765	0.926
EGFR	PIK3CB	9606.ENSP00000275493	9606.ENSP00000289153	0	0.314	0.900	0.085	0.931
EGFR	ESR1	9606.ENSP00000275493	9606.ENSP00000405330	0	0.483	0	0.901	0.946
EGFR	STAT5B	9606.ENSP00000275493	9606.ENSP00000293328	0	0.699	0	0.829	0.946
EGFR	GNAI3	9606.ENSP00000275493	9606.ENSP00000358867	0	0.488	0.900	0	0.946
EGFR	MET	9606.ENSP00000275493	9606.ENSP00000317272	0	0.515	0	0.895	0.947
EGFR	MUC1	9606.ENSP00000275493	9606.ENSP00000484824	0	0.516	0	0.898	0.948
EGFR	EPS15	9606.ENSP00000275493	9606.ENSP00000360798	0	0.507	0.600	0.780	0.952
EGFR	TFF3	9606.ENSP00000275493	9606.ENSP00000430690	0	0	0.900	0.597	0.957
EGFR	GPNMB	9606.ENSP00000275493	9606.ENSP00000371420	0	0.270	0.600	0.877	0.960
EGFR	PTK6	9606.ENSP00000275493	9606.ENSP00000442460	0	0.502	0.600	0.844	0.966
EGFR	PTPN1	9606.ENSP00000275493	9606.ENSP00000360683	0	0.703	0	0.895	0.967
EGFR	NRG2	9606.ENSP00000275493	9606.ENSP00000354910	0	0.065	0.900	0.743	0.973
EGFR	PTPN11	9606.ENSP00000275493	9606.ENSP00000340944	0	0.715	0.500	0.880	0.981
EGFR	PIK3R1	9606.ENSP00000275493	9606.ENSP00000428056	0	0.668	0.900	0.487	0.981
EGFR	ERRFI1	9606.ENSP00000275493	9606.ENSP00000366702	0	0.934	0	0.800	0.986
EGFR	SOS1	9606.ENSP00000275493	9606.ENSP00000387784	0	0.507	0.900	0.882	0.993
EGFR	HSP90AA1	9606.ENSP00000275493	9606.ENSP00000335153	0	0.508	0.900	0.904	0.994
EGFR	EPGN	9606.ENSP00000275493	9606.ENSP00000411898	0	0.932	0.500	0.861	0.994
EGFR	SRC	9606.ENSP00000275493	9606.ENSP00000362680	0	0.552	0.900	0.913	0.995
EGFR	NRG1	9606.ENSP00000275493	9606.ENSP00000384620	0	0.501	0.900	0.908	0.995
EGFR	ERBB4	9606.ENSP00000275493	9606.ENSP00000342235	0	0.533	0.900	0.909	0.995
EGFR	SHC1	9606.ENSP00000275493	9606.ENSP00000401303	0	0.746	0.900	0.917	0.997
EGFR	GRB2	9606.ENSP00000275493	9606.ENSP00000376345	0	0.758	0.900	0.940	0.998
EGFR	TGFA	9606.ENSP00000275493	9606.ENSP00000295400	0	0.943	0.900	0.898	0.999
EPGN	PLCG1	9606.ENSP00000411898	9606.ENSP00000244007	0	0	0.600	0	0.600
EPGN	GAB1	9606.ENSP00000411898	9606.ENSP00000262995	0	0	0.500	0	0.499
EPGN	PTPN11	9606.ENSP00000411898	9606.ENSP00000340944	0	0	0.500	0	0.499
EPGN	EPS15	9606.ENSP00000411898	9606.ENSP00000360798	0	0	0.600	0	0.600
EPGN	GRB2	9606.ENSP00000411898	9606.ENSP00000376345	0	0	0.500	0	0.499
EPGN	SOS1	9606.ENSP00000411898	9606.ENSP00000387784	0	0	0.500	0	0.499
EPGN	SHC1	9606.ENSP00000411898	9606.ENSP00000401303	0	0	0.500	0	0.499
EPGN	PIK3R1	9606.ENSP00000411898	9606.ENSP00000428056	0	0	0.500	0	0.499
EPS15	HBEGF	9606.ENSP00000360798	9606.ENSP00000230990	0	0	0.600	0	0.600
EPS15	EREG	9606.ENSP00000360798	9606.ENSP00000244869	0	0	0.600	0	0.600
EPS15	ERBB2	9606.ENSP00000360798	9606.ENSP00000269571	0	0.293	0	0.187	0.401
EPS15	TGFA	9606.ENSP00000360798	9606.ENSP00000295400	0	0	0.600	0	0.600
EPS15	MET	9606.ENSP00000360798	9606.ENSP00000317272	0	0.059	0.900	0.295	0.927
EPS15	GRB2	9606.ENSP00000360798	9606.ENSP00000376345	0	0.530	0.900	0.275	0.963
ERBB2	HBEGF	9606.ENSP00000269571	9606.ENSP00000230990	0	0	0.900	0.248	0.921
ERBB2	PLCG1	9606.ENSP00000269571	9606.ENSP00000244007	0	0.483	0.600	0.619	0.914
ERBB2	EREG	9606.ENSP00000269571	9606.ENSP00000244869	0	0	0.900	0.065	0.902
ERBB2	GAB1	9606.ENSP00000269571	9606.ENSP00000262995	0	0.291	0.500	0.101	0.653
ERBB2	STAT3	9606.ENSP00000269571	9606.ENSP00000264657	0	0.502	0	0.853	0.923
ERBB2	ERBB3	9606.ENSP00000269571	9606.ENSP00000267101	0	0.562	0.900	0.909	0.995
ERBB2	IGF1R	9606.ENSP00000269571	9606.ENSP00000268035	0	0.502	0	0.908	0.952
ERBB2	MET	9606.ENSP00000269571	9606.ENSP00000317272	0	0.315	0	0.231	0.451
ERBB2	NTRK2	9606.ENSP00000269571	9606.ENSP00000277120	0	0.265	0	0.292	0.457
ERBB2	NRG3	9606.ENSP00000269571	9606.ENSP00000361214	0	0	0.500	0.190	0.577
ERBB2	PIK3R1	9606.ENSP00000269571	9606.ENSP00000428056	0	0.533	0.500	0.385	0.844
ERBB2	PTPN11	9606.ENSP00000269571	9606.ENSP00000340944	0	0.715	0	0.479	0.845
ERBB2	MUC1	9606.ENSP00000269571	9606.ENSP00000484824	0	0.483	0	0.721	0.849
ERBB2	PTK6	9606.ENSP00000269571	9606.ENSP00000442460	0	0.502	0.600	0.470	0.885
ERBB2	TFF3	9606.ENSP00000269571	9606.ENSP00000430690	0	0	0.900	0.064	0.902
ERBB2	SOS1	9606.ENSP00000269571	9606.ENSP00000387784	0	0.078	0.900	0.285	0.928
ERBB2	NRG2	9606.ENSP00000269571	9606.ENSP00000354910	0	0.065	0.900	0.521	0.951
ERBB2	TGFA	9606.ENSP00000269571	9606.ENSP00000295400	0	0.549	0.900	0	0.952
ERBB2	SRC	9606.ENSP00000269571	9606.ENSP00000362680	0	0.547	0	0.913	0.959
ERBB2	NRG1	9606.ENSP00000269571	9606.ENSP00000384620	0	0.299	0.900	0.908	0.993
ERBB2	HSP90AA1	9606.ENSP00000269571	9606.ENSP00000335153	0	0.507	0.900	0.904	0.994
ERBB2	ERBB4	9606.ENSP00000269571	9606.ENSP00000342235	0	0.492	0.900	0.909	0.994
ERBB2	SHC1	9606.ENSP00000269571	9606.ENSP00000401303	0	0.746	0.900	0.916	0.997
ERBB2	GRB2	9606.ENSP00000269571	9606.ENSP00000376345	0	0.758	0.900	0.938	0.998
ERBB3	HBEGF	9606.ENSP00000267101	9606.ENSP00000230990	0	0	0.500	0	0.499
ERBB3	PLCG1	9606.ENSP00000267101	9606.ENSP00000244007	0	0.313	0	0.302	0.499
ERBB3	EREG	9606.ENSP00000267101	9606.ENSP00000244869	0	0	0.900	0.489	0.946
ERBB3	MUC1	9606.ENSP00000267101	9606.ENSP00000484824	0	0.462	0	0	0.461
ERBB3	PTPN11	9606.ENSP00000267101	9606.ENSP00000340944	0	0.507	0	0	0.507
ERBB3	SRC	9606.ENSP00000267101	9606.ENSP00000362680	0	0.398	0	0.646	0.778
ERBB3	IGF1R	9606.ENSP00000267101	9606.ENSP00000268035	0	0.077	0	0.857	0.862
ERBB3	MET	9606.ENSP00000267101	9606.ENSP00000317272	0	0.515	0	0.758	0.877
ERBB3	PTK6	9606.ENSP00000267101	9606.ENSP00000442460	0	0.502	0.600	0.449	0.880
ERBB3	TGFA	9606.ENSP00000267101	9606.ENSP00000295400	0	0	0.900	0	0.900
ERBB3	PIK3R1	9606.ENSP00000267101	9606.ENSP00000428056	0	0.533	0.500	0.716	0.927
ERBB3	SOS1	9606.ENSP00000267101	9606.ENSP00000387784	0	0.065	0.900	0.285	0.927
ERBB3	NRG3	9606.ENSP00000267101	9606.ENSP00000361214	0	0	0.900	0.340	0.931
ERBB3	HSP90AA1	9606.ENSP00000267101	9606.ENSP00000335153	0	0.186	0.900	0.446	0.951
ERBB3	NRG2	9606.ENSP00000267101	9606.ENSP00000354910	0	0.502	0.900	0.901	0.994
ERBB3	ERBB4	9606.ENSP00000267101	9606.ENSP00000342235	0	0.483	0.900	0.899	0.994
ERBB3	GRB2	9606.ENSP00000267101	9606.ENSP00000376345	0	0.758	0.900	0.824	0.995
ERBB3	NRG1	9606.ENSP00000267101	9606.ENSP00000384620	0	0.736	0.900	0.920	0.997
ERBB3	SHC1	9606.ENSP00000267101	9606.ENSP00000401303	0	0.746	0.900	0.902	0.997
ERBB4	HBEGF	9606.ENSP00000342235	9606.ENSP00000230990	0	0.305	0.900	0.896	0.992
ERBB4	PLCG1	9606.ENSP00000342235	9606.ENSP00000244007	0	0.186	0	0.435	0.521
ERBB4	EREG	9606.ENSP00000342235	9606.ENSP00000244869	0	0.270	0.900	0.304	0.944
ERBB4	NTRK2	9606.ENSP00000342235	9606.ENSP00000277120	0	0.342	0	0.481	0.644
ERBB4	STAT5B	9606.ENSP00000342235	9606.ENSP00000293328	0	0.631	0	0.671	0.873
ERBB4	HSP90AA1	9606.ENSP00000342235	9606.ENSP00000335153	0	0.399	0	0.252	0.531
ERBB4	PTPN11	9606.ENSP00000342235	9606.ENSP00000340944	0	0.696	0	0	0.696
ERBB4	STAT5A	9606.ENSP00000342235	9606.ENSP00000341208	0	0.699	0.600	0.839	0.978
ERBB4	MUC1	9606.ENSP00000342235	9606.ENSP00000484824	0	0.462	0	0	0.461
ERBB4	PIK3R1	9606.ENSP00000342235	9606.ENSP00000428056	0	0.265	0.500	0.080	0.632
ERBB4	SOS1	9606.ENSP00000342235	9606.ENSP00000387784	0	0.065	0.500	0.285	0.636
ERBB4	SRC	9606.ENSP00000342235	9606.ENSP00000362680	0	0.287	0.500	0.285	0.722
ERBB4	PTK6	9606.ENSP00000342235	9606.ENSP00000442460	0	0.216	0.600	0.273	0.752
ERBB4	ESR1	9606.ENSP00000342235	9606.ENSP00000405330	0	0.270	0.500	0.787	0.915
ERBB4	NRG2	9606.ENSP00000342235	9606.ENSP00000354910	0	0.502	0.900	0.790	0.988
ERBB4	NRG3	9606.ENSP00000342235	9606.ENSP00000361214	0	0	0.900	0.904	0.990
ERBB4	GRB2	9606.ENSP00000342235	9606.ENSP00000376345	0	0.758	0.900	0.807	0.994
ERBB4	SHC1	9606.ENSP00000342235	9606.ENSP00000401303	0	0.746	0.900	0.808	0.994
ERBB4	NRG1	9606.ENSP00000342235	9606.ENSP00000384620	0	0.576	0.900	0.920	0.996
EREG	PLCG1	9606.ENSP00000244869	9606.ENSP00000244007	0	0	0.600	0	0.600
EREG	PTPN11	9606.ENSP00000244869	9606.ENSP00000340944	0	0	0.500	0	0.499
EREG	GAB1	9606.ENSP00000244869	9606.ENSP00000262995	0	0	0.500	0	0.499
EREG	GRB2	9606.ENSP00000244869	9606.ENSP00000376345	0	0	0.500	0	0.499
EREG	NRG2	9606.ENSP00000244869	9606.ENSP00000354910	0	0	0.500	0	0.499
EREG	SOS1	9606.ENSP00000244869	9606.ENSP00000387784	0	0	0.500	0	0.499
EREG	PIK3R1	9606.ENSP00000244869	9606.ENSP00000428056	0	0	0.500	0	0.499
EREG	NRG3	9606.ENSP00000244869	9606.ENSP00000361214	0	0	0.500	0	0.499
EREG	PTK6	9606.ENSP00000244869	9606.ENSP00000442460	0	0	0.600	0	0.600
EREG	SHC1	9606.ENSP00000244869	9606.ENSP00000401303	0	0	0.500	0.280	0.624
EREG	NRG1	9606.ENSP00000244869	9606.ENSP00000384620	0	0.417	0.500	0	0.696
ERRFI1	GRB2	9606.ENSP00000366702	9606.ENSP00000376345	0	0.488	0	0	0.488
ESR1	STAT3	9606.ENSP00000405330	9606.ENSP00000264657	0	0.484	0	0.854	0.921
ESR1	IGF1R	9606.ENSP00000405330	9606.ENSP00000268035	0	0.495	0.600	0.900	0.978
ESR1	HSP90AA1	9606.ENSP00000405330	9606.ENSP00000335153	0	0.494	0.600	0.899	0.977
ESR1	PTPN11	9606.ENSP00000405330	9606.ENSP00000340944	0	0.046	0	0.681	0.682
ESR1	STAT5A	9606.ENSP00000405330	9606.ENSP00000341208	0	0.498	0.900	0.123	0.952
ESR1	GNAI1	9606.ENSP00000405330	9606.ENSP00000343027	0	0.465	0.900	0.187	0.952
ESR1	GNAI3	9606.ENSP00000405330	9606.ENSP00000358867	0	0.284	0.900	0.187	0.936
