node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CLU	APOA4	9606.ENSP00000315130	9606.ENSP00000350425	0	0.102	0.720	0.049	0.739
CNTN2	APP	9606.ENSP00000330633	9606.ENSP00000284981	0	0.097	0	0.855	0.864
CNTN4	APP	9606.ENSP00000380602	9606.ENSP00000284981	0	0.296	0	0.754	0.819
DAB1	APP	9606.ENSP00000360280	9606.ENSP00000284981	0	0.583	0	0.642	0.844
DAB1	LRP8	9606.ENSP00000360280	9606.ENSP00000303634	0	0.513	0.900	0.642	0.981
DAB1	ITGB1	9606.ENSP00000360280	9606.ENSP00000379350	0	0.060	0.900	0.189	0.917
DAB1	RELN	9606.ENSP00000360280	9606.ENSP00000392423	0	0.463	0.900	0.726	0.984
EP300	APP	9606.ENSP00000263253	9606.ENSP00000284981	0	0	0	0.821	0.821
EP300	NOTCH1	9606.ENSP00000263253	9606.ENSP00000277541	0	0.483	0.900	0.721	0.984
F11	APP	9606.ENSP00000384957	9606.ENSP00000284981	0	0.843	0	0	0.844
GPC1	PRNP	9606.ENSP00000264039	9606.ENSP00000368752	0	0	0.900	0.466	0.944
GPC1	APP	9606.ENSP00000264039	9606.ENSP00000284981	0	0.393	0.900	0.456	0.964
GRB2	NGFR	9606.ENSP00000376345	9606.ENSP00000172229	0	0.150	0.900	0.060	0.913
GRB2	APP	9606.ENSP00000376345	9606.ENSP00000284981	0	0.270	0	0.883	0.911
GRB2	NTRK1	9606.ENSP00000376345	9606.ENSP00000431418	0	0.532	0	0.502	0.757
GRB2	ITGB1	9606.ENSP00000376345	9606.ENSP00000379350	0	0	0.900	0.289	0.925
GRB2	SHC1	9606.ENSP00000376345	9606.ENSP00000401303	0	0.939	0.900	0.940	0.999
GSAP	APP	9606.ENSP00000257626	9606.ENSP00000284981	0	0.483	0	0.764	0.872
GULP1	LRP1	9606.ENSP00000386289	9606.ENSP00000243077	0	0.347	0	0.717	0.807
GULP1	APP	9606.ENSP00000386289	9606.ENSP00000284981	0	0.800	0	0.176	0.828
IDE	APP	9606.ENSP00000265986	9606.ENSP00000284981	0	0.932	0	0.285	0.949
ITGB1	APP	9606.ENSP00000379350	9606.ENSP00000284981	0	0.228	0	0.751	0.800
ITGB1	DAB1	9606.ENSP00000379350	9606.ENSP00000360280	0	0.060	0.900	0.189	0.917
ITGB1	GRB2	9606.ENSP00000379350	9606.ENSP00000376345	0	0	0.900	0.289	0.925
ITGB1	SHC1	9606.ENSP00000379350	9606.ENSP00000401303	0	0.270	0.900	0.462	0.957
ITM2B	APP	9606.ENSP00000367828	9606.ENSP00000284981	0	0.355	0	0.814	0.875
KAT5	NOTCH1	9606.ENSP00000340330	9606.ENSP00000277541	0	0.483	0	0.495	0.728
KAT5	APP	9606.ENSP00000340330	9606.ENSP00000284981	0	0.525	0	0.907	0.954
KAT5	APBB1	9606.ENSP00000340330	9606.ENSP00000477213	0	0.483	0.600	0.900	0.977
KLC1	MAPK8IP1	9606.ENSP00000414982	9606.ENSP00000241014	0	0.405	0	0.866	0.917
KLC1	APP	9606.ENSP00000414982	9606.ENSP00000284981	0	0.483	0	0.755	0.867
KLK6	APP	9606.ENSP00000366047	9606.ENSP00000284981	0	0.859	0	0.182	0.880
LRP1	GULP1	9606.ENSP00000243077	9606.ENSP00000386289	0	0.347	0	0.717	0.807
LRP1	PRNP	9606.ENSP00000243077	9606.ENSP00000368752	0	0	0	0.827	0.827
LRP1	APBB1	9606.ENSP00000243077	9606.ENSP00000477213	0	0.562	0	0.679	0.853
LRP1	APP	9606.ENSP00000243077	9606.ENSP00000284981	0	0.493	0	0.848	0.920
LRP1	SHC1	9606.ENSP00000243077	9606.ENSP00000401303	0	0.483	0	0.862	0.925
LRP1	APOE	9606.ENSP00000243077	9606.ENSP00000252486	0	0.572	0	0.898	0.954
LRP8	MAPK8IP1	9606.ENSP00000303634	9606.ENSP00000241014	0	0.507	0	0.834	0.914
LRP8	APOE	9606.ENSP00000303634	9606.ENSP00000252486	0	0.494	0	0.898	0.946
LRP8	APP	9606.ENSP00000303634	9606.ENSP00000284981	0	0.282	0	0.718	0.789
LRP8	APBB1	9606.ENSP00000303634	9606.ENSP00000477213	0	0.270	0	0.732	0.795
LRP8	DAB1	9606.ENSP00000303634	9606.ENSP00000360280	0	0.513	0.900	0.642	0.981
LRP8	RELN	9606.ENSP00000303634	9606.ENSP00000392423	0	0.507	0.900	0.911	0.995
MAPK8IP1	APP	9606.ENSP00000241014	9606.ENSP00000284981	0	0.621	0	0.735	0.895
MAPK8IP1	LRP8	9606.ENSP00000241014	9606.ENSP00000303634	0	0.507	0	0.834	0.914
MAPK8IP1	KLC1	9606.ENSP00000241014	9606.ENSP00000414982	0	0.405	0	0.866	0.917
NAE1	APP	9606.ENSP00000351990	9606.ENSP00000284981	0	0.437	0	0.867	0.922
NCSTN	APP	9606.ENSP00000294785	9606.ENSP00000284981	0	0.895	0	0.781	0.976
NCSTN	BACE1	9606.ENSP00000294785	9606.ENSP00000318585	0	0.270	0	0.846	0.883
NCSTN	PSEN1	9606.ENSP00000294785	9606.ENSP00000326366	0	0.933	0.900	0.952	0.999
NCSTN	PSENEN	9606.ENSP00000294785	9606.ENSP00000468411	0	0.955	0.900	0.958	0.999
NCSTN	APH1A	9606.ENSP00000294785	9606.ENSP00000358105	0	0.962	0.900	0.952	0.999
NGFR	RTN4R	9606.ENSP00000172229	9606.ENSP00000043402	0	0.497	0.900	0.898	0.994
NGFR	GRB2	9606.ENSP00000172229	9606.ENSP00000376345	0	0.150	0.900	0.060	0.913
NGFR	NTRK1	9606.ENSP00000172229	9606.ENSP00000431418	0	0.562	0	0.908	0.958
NGFR	SHC1	9606.ENSP00000172229	9606.ENSP00000401303	0	0.270	0.900	0.596	0.967
NGFR	APP	9606.ENSP00000172229	9606.ENSP00000284981	0	0.530	0.900	0.656	0.982
NOTCH1	EP300	9606.ENSP00000277541	9606.ENSP00000263253	0	0.483	0.900	0.721	0.984
NOTCH1	KAT5	9606.ENSP00000277541	9606.ENSP00000340330	0	0.483	0	0.495	0.728
NOTCH1	APP	9606.ENSP00000277541	9606.ENSP00000284981	0	0.483	0	0.846	0.917
NOTCH1	PSEN1	9606.ENSP00000277541	9606.ENSP00000326366	0	0.584	0	0.891	0.952
NTN1	APP	9606.ENSP00000173229	9606.ENSP00000284981	0	0.297	0	0.720	0.794
NTRK1	NGFR	9606.ENSP00000431418	9606.ENSP00000172229	0	0.562	0	0.908	0.958
NTRK1	APP	9606.ENSP00000431418	9606.ENSP00000284981	0	0.342	0	0.746	0.825
NTRK1	GRB2	9606.ENSP00000431418	9606.ENSP00000376345	0	0.532	0	0.502	0.757
NTRK1	SHC1	9606.ENSP00000431418	9606.ENSP00000401303	0	0.916	0.600	0.901	0.996
PITRM1	APP	9606.ENSP00000370377	9606.ENSP00000284981	0	0.943	0	0	0.943
PRNP	LRP1	9606.ENSP00000368752	9606.ENSP00000243077	0	0	0	0.827	0.827
PRNP	GPC1	9606.ENSP00000368752	9606.ENSP00000264039	0	0	0.900	0.466	0.944
PRNP	APP	9606.ENSP00000368752	9606.ENSP00000284981	0	0.592	0	0.868	0.944
PSEN1	NOTCH1	9606.ENSP00000326366	9606.ENSP00000277541	0	0.584	0	0.891	0.952
PSEN1	APP	9606.ENSP00000326366	9606.ENSP00000284981	0	0.906	0	0.631	0.964
PSEN1	NCSTN	9606.ENSP00000326366	9606.ENSP00000294785	0	0.933	0.900	0.952	0.999
PSEN1	BACE1	9606.ENSP00000326366	9606.ENSP00000318585	0	0.270	0	0.851	0.887
PSEN1	APH1A	9606.ENSP00000326366	9606.ENSP00000358105	0	0.961	0.900	0.939	0.999
PSEN1	PSENEN	9606.ENSP00000326366	9606.ENSP00000468411	0	0.952	0.900	0.915	0.999
PSENEN	APP	9606.ENSP00000468411	9606.ENSP00000284981	0	0.801	0	0.166	0.827
PSENEN	NCSTN	9606.ENSP00000468411	9606.ENSP00000294785	0	0.955	0.900	0.958	0.999
PSENEN	PSEN1	9606.ENSP00000468411	9606.ENSP00000326366	0	0.952	0.900	0.915	0.999
PSENEN	APH1A	9606.ENSP00000468411	9606.ENSP00000358105	0	0.960	0.900	0.952	0.999
RELN	APOE	9606.ENSP00000392423	9606.ENSP00000252486	0	0	0	0.892	0.892
RELN	APP	9606.ENSP00000392423	9606.ENSP00000284981	0	0.365	0	0.796	0.865
RELN	LRP8	9606.ENSP00000392423	9606.ENSP00000303634	0	0.507	0.900	0.911	0.995
RELN	DAB1	9606.ENSP00000392423	9606.ENSP00000360280	0	0.463	0.900	0.726	0.984
RTN4R	APP	9606.ENSP00000043402	9606.ENSP00000284981	0	0.048	0	0.843	0.844
RTN4R	NGFR	9606.ENSP00000043402	9606.ENSP00000172229	0	0.497	0.900	0.898	0.994
SHC1	NGFR	9606.ENSP00000401303	9606.ENSP00000172229	0	0.270	0.900	0.596	0.967
SHC1	LRP1	9606.ENSP00000401303	9606.ENSP00000243077	0	0.483	0	0.862	0.925
SHC1	APP	9606.ENSP00000401303	9606.ENSP00000284981	0	0.491	0	0.877	0.935
SHC1	GRB2	9606.ENSP00000401303	9606.ENSP00000376345	0	0.939	0.900	0.940	0.999
SHC1	ITGB1	9606.ENSP00000401303	9606.ENSP00000379350	0	0.270	0.900	0.462	0.957
SHC1	NTRK1	9606.ENSP00000401303	9606.ENSP00000431418	0	0.916	0.600	0.901	0.996
SORL1	APOE	9606.ENSP00000260197	9606.ENSP00000252486	0	0.572	0	0.891	0.951
SORL1	BACE1	9606.ENSP00000260197	9606.ENSP00000318585	0	0.058	0	0.728	0.732
SORL1	APP	9606.ENSP00000260197	9606.ENSP00000284981	0	0.703	0.800	0.898	0.993
SPON1	APP	9606.ENSP00000460236	9606.ENSP00000284981	0	0.361	0	0.878	0.919
TGFB2	APP	9606.ENSP00000355896	9606.ENSP00000284981	0	0.572	0	0.599	0.821
TNFRSF21	APP	9606.ENSP00000296861	9606.ENSP00000284981	0	0.691	0	0.898	0.967
TOMM40	APP	9606.ENSP00000410339	9606.ENSP00000284981	0	0	0	0.884	0.884
